Боец смешанных единоборств Александр Емельяненко задержан в Кисловодске,Телеканал ТВ «Центр» опубликовал видео задержания
Пакистан передал Индии пилота сбитого истребителя,В Исламабаде это назвали жестом доброй воли
Крупный пожар в Дагестане потушен,Сгорели около 30 домов и различных строений
"13 компаний, предположительно связанных с Пригожиным, заключили контракты на питание в Москве на 10 млрд руб",Об этом пишет сайт The Bell со ссылкой на данные о госзакупках
"Столичные власти согласовали митинг против законопроекта о «суверенном интернете», «пакета Яровой» и цензуры в сети",Он пройдет 10 марта
В Южной Корее сегодня могут предъявить обвинения капитану российского Seagrand (Сигранд),Два дня назад сухогруз протаранил мост в портовом городе Пусан
В дагестанском селе Тисси-Ахитли сгорели 11 частных домов,"Пожар почти потушен, сообщил РИА глава Цумадинского района Анваргаджи Вечедов"
"Суд накануне отпустил из-под стражи экс-сенатора, который был предшественником Рауфа Арашукова",Последний год Вячеслав Дерев провел под арестом по обвинению в хищении 110 миллионов рублей
Митинг против использования реагентов пройдет сегодня в Москве,"Ожидается, что выступят представители разных политических сил, поскольку все возмущены этой практикой, — сказал «Эху» координатор движения «Левый фронт» Сергей Удальцов"
Массовый пикет в поддержку фигурантов дела «Нового величия» пройдет сегодня в центре Москвы,"Люди соберутся, чтобы привлечь внимание к истории обвиняемых Анны Павликовой и Марии Дубовик, — сказал «Эху» член движения «14%» Олег Еланчик"
title,descr
Продажу билетов на конкурс «Евровидение» приостановили в Израиле,Власти говорят о возможных махинациях
Полиция в Крыму освободила архиепископа Православной церкви Украины Климента без составления протокола,"По словам его адвокатов, сотрудники внутренних органов сначала пытались обвинить его в краже церковного облачения, а потом собирались оформить мелкое хулиганство за якобы нецензурную брань"
Венесуэльская оппозиция планирует сегодня новые акции протеста,"Ее лидер Хуан Гуайдо также объявил, что намерен сегодня вернуться в республику"
Протесты в столице Алжира накануне привели к остановке метро и перекрытым улицам,Граждане страны выступают против планов 82-летнего президента Абдельазиза Бутефлики идти на пятый президентский срок
"США и Китай, по некоторым данным, близки к заключению торговой сделки",О сделке может быть объявлено на саммите американского президента Дональда Трампа с китайским лидером Си Цзиньпином в конце месяца
"Россия ведет собственное расследование покушения на Скрипалей, напомнили в Москве","Оно будет доведено до логического конца, сказала официальный представитель МИД Мария Захарова"
Суд в Петербурге сегодня рассмотрит дело блогера Руслана Соколовского,"Ранее его осудили за то, что он ловил покемонов в храме…"
Лидер венесуэльской оппозиции намерен вернуться на родину в ближайшие два дня,"Как ожидается, Хуан Гуайдо объявит новые акции протеста против власти Николаса Мадуро…"
Посол России в Лондоне Александр Яковенко ожидает официальных извинений за клевету от газеты 'Мэйл он санди',Письмо главному редактору на этот счет уже отправлено…
Сегодня исполняется год со дня отравления в Солсбери Сергея и Юлии Скрипалей,Виновные к ответственности не привлечены…
title,descr
"Пассажирский самолет, по некоторым данным, выкатился за пределы взлетно-посадочной полосы в аэропорту Пулково",Лайнер «Узбекских авиалиний» прилетел из Ташкента
Выборы в эстонский парламент состоятся сегодня,"От них не ожидается каких-либо резких перемен в стране, — сказал «Эху Москвы» старший научный сотрудник Центра европейских исследований Института мировой экономики и международных отношений РАН Владимир Оленченко…"
В Берлине прошла демонстрация против реформы авторского права в Евросоюзе,На акцию пришли 3500 человек…
Акция с требованием прекратить уголовное преследование фигурантов «Нового величия» прошла возле м.Третьяковская,Люди держали плакаты с резкой критикой ФСБ и поддержкой обвиняемых в создании экстремистского сообщества и участии в нём…
Следователи проводят проверку после сообщений о нападении охранника супермаркета на двух подростков в Москве,"Как говорится на сайте Главного следственного управления СК по столице, после этого будет решаться вопрос о возбуждении дела…"
В московском Зюзине пройдет митинг за сохранение роддома №10,"Это единственный центр планирования семьи на несколько районов, но власти хотят его закрыть…"
Бывший глава Коми Вячеслав Гайзер подал в суд на еженедельник 'Аргументы и Факты',"Поводом стала статья, которая появилась год назад…"
Верховный суд Кабардино-Балкарии отменил приговор 70-летнему члену «Свидетелей Иеговы»* Аркадю Акопяну,"Член организации, которая признана в России судом экстремистской и запрещена, был осужден по статье о возбуждении религиозной ненависти либо вражды…"
Информация об угрозе взрыва в деловом комплексе «Москва-Сити» не подтвердилась,"Территорию на Краснопресненской набережной проверили сотрудники экстренных служб, в том числе кинологи. Взрывное устройство не обнаружено…"
"Основатель фонда Hermitage Capital Уильям Браудер утверждает, что в России ему предъявлено новое обвинение",Следственный комитет считает финансиста причастным к убийству российского бизнесмена Александра Перепиличного…
"Адвоката Галину Музыку, чей подзащитный обвинил полицейских в избиении, нашли мертвой в Иркутской области","Как рассказал интернет-изданию «Медиазона» член региональной Общественной наблюдательной комиссии Павел Глущенко, женщина должна была взять объяснение у своего подзащитного Михаила Загвоздина…"
Фанаты Спартака устроили драку на хоккейном матче,Участников довольно быстро вывели с трибун…
Зимняя универсиада стартовала в Красноярске,"Это значительное мероприятие, и стоит многого ожидать от российской команды, — сказал спортивный обозреватель Александр Боярский…"
Власти Запорожья намерены вернуть на родину останки Нестора Махно,По некоторым данным договорённость с его родственником достигнута…
Трое детей госпитализированы после аварии школьного автобуса под Тулой,"Ранее сообщалось о восьми школьниках и двух взрослых, которые получили травмы…"
Троих задержанных на народном сходе в поддержку аспиранта МГУ Азата Мифтахова оставляют до понедельника в полиции,Их обвиняют в повторном нарушении правил проведения публичного мероприятия…
Боец смешанных единоборств Александр Емельяненко получил десять суток ареста,Накануне его задержали за рулем в нетрезвом состоянии…
Похороны известного ученого Жореса Алферова пройдут по церемониалу для почетных граждан Санкт-Петербурга,Это звание ему присвоили еще в 2001 году…
Прощание с нобелевским лауреатом по физике Жоресом Алферовым пройдет во вторник в Санкт-Петербурге,Гражданская панихида запланирована в Научном центре Академии наук…
Прах Нестора Махно могут перевезти из Франции на Украину,Уже есть договоренности с внучатым племянником известного политического и военного деятеля периода революции и гражданской войны…
"Отказ от разоружения может привести мир к катастрофе, считает бывший президент СССР Михаил Горбачев","Он обратил внимание на то, что договоры, которые ограничивали гонку вооружения, сейчас перестают действовать…"
"Кудрин: Электронными базами российских министерств тяжело пользоваться, хотя на них ежегодно тратят 100 млрд рублей","В большинстве случаев это очень слабые базы данных, недостоверные, необновляемые, отметил он…"
В Греции по запросу Украины задержан российский гражданин,Евгений Калинин несколько лет назад работал вице-президентом в одной из нефтяных компаний на территории Украины…
На 10 суток арестован боец смешанных единоборств Александр Емельяненко,Суд в Кисловодске признал его виновным в неповиновении сотруднику полиции…
title,descr
Российская прыгунья в высоту Мария Ласицкене победила на чемпионате Европы по легкой атлетике в помещении.,"На турнире в Глазго, выступающая в нейтральном статусе, 26-летняя спортсменка показала результат 2,01 метра."
Досрочные выборы мэра польского Гданьска выиграла Александра Дулкевич.,"б этом свидетельствуют опросы на выходе с избирательных участков. Ранее Дулкевич работала заместителем прежнего мэра Павла Адамовича, который был убит в середине января."
В Израиле разгорается скандал по поводу билетов на «Евровидение»,"Как сообщает телерадиокорпорация «Кан», организаторы заподозрили, что лучшие места в зале были проданы высокопоставленным представителям медиа— и спортивных структур «по блату»..."
На парламентских выборах в Эстонии победила крупнейшая оппозиционная партия Реформ,"По итогам электронного голосования, у нее 40% голосов…"
"Полиция задержала хулиганов, которые пытались разрисовать здание штаба Навального в Петербурге",Видео задержания опубликовано в группе команды политика в соцсети…
"Иерерха Православной церкви Украины архиепископа Климента, задержанного в Симферополе, отпустили из полиции","Как сообщил адвокат Николай Полозов, — без составления протокола…"
Лидер Венесуэльской оппозиции Хуан Гуайдо в понедельник возвращается в Венесуэлу,Он подтвердил это у себя в Твиттере…
В Эстонии час назад завершились выборы в парламент,В борьбе за мандаты в 101-местном законодательном органе участвовали 10 партий и 15 независимых кандидатов…
В Крыму был дважды задержан иерарх новообразованной Православной церкви Украины Климент,"Архиепископ планировал посетить в Ростове-на-Дону украинского гражданина Павла Гриба, обвиняемого в России в пособничестве терроризму…"
Лидер венесуэльской оппозиции Хуан Гуайдо в понедельник возвращается в Венесуэлу,Он подтвердил это у себя в Твиттере…
Матч 1/4 финала Олимп-Кубка России по футболу между тульским 'Арсеналом' и 'Оренбургом' пройдет на 'Арене Химки',Встреча состоится 6 марта…
Три человека погибли в ДТП в Буйнакском районе Дагестана,"Легковой автомобиль столкнулся с фурой, которая стояла на обочине…"
В аэропорту Волгограда задержан авиадебошир,"Он устроил на борту самолета, прилетевшего из Москвы, драку с другим пассажиром…"
США стремятся создать коалицию для смены власти в Венесуэле,Это подтвердил советник президента США по нацбезопасности Джон Болтон…
Почти 2000 жителей Пскова собрались на митинг 'За чистый воздух',Именно столько подписей было собрано на акции против строительства химического завода вблизи города…
Начальник российского Генштаба в понедельник встретится в Вене с председателем Комитета начальников штабов США,Соответствующее сообщение распространила американская сторона…
"Суд города Пусан продлил срок содержания под стражей капитану российского судна Seagrand, врезавшегося в мост",Об этом сообщил консул РФ в Пусане Роман Быков…
Посольство России в Лондоне потребовало официальных извинений за клевету от издания The Mail on Sunday,"В Дипмиссии сочли ложной публикацию в газете о том, что посол Александр Яковенко работает на российские спецслужбы…"
Московское 'Динамо' обыграло хельсинкский 'Йокерит' со счетом 3:0 в четвертом матче серии первого раунда плей-офф КХЛ,Встреча прошла в Москве…
"В 35 департаментах Франции объявлен предпоследний, 'оранжевый' уровень тревоги из-за сильного ветра",Штормовое предупреждение распространяется и на Париж…
При сегодняшней стыковке корабля Crew Dragon с МКС на российском сегменте станции прозвучал сигнал тревоги,Трансляция переговоров экипажа велась на сайте НАСА…
Начальник российского Генштаба в понедельник встретится в Вене с председателем Комитета начальников штабов США,Повестка переговоров не уточняется…
Лидер венесуэльской оппозиции Хуан Гуайдо призвал своих сторонников выйти в понедельник на очередные акции протеста,У себя в Твиттере он просит внимательно следить за информацией в соцсетях о точках сбора…
В США бывший читатель Публичной библиотеки округа Кайахога вернул журнал Life 1968 года с The Beatles на обложке,"Читатель принес извинения и объяснил, что украл журнал, когда был ребенком…"
Официальный представитель ФК 'Спартак' Леонид Трахтенберг уходит с этого поста,"В эфире телеканала «Матч ТВ» он выразил надежду, что в клубе его поймут и пойдут навстречу…"
Ил-62 ВВС России накануне вылетел из Москвы в Каракас и уже сегодня проследовал в обратном направлении,Об этом сообщает издание Тhe Веll со ссылкой на сайт Флай Радар…
Лидер венесуэльской оппозиции Хуан Гуайдо призвал своих сторонников выйти в понедельник на очередные акции протеста,У себя в Твиттере он просит внимательно следить за информацией в соцсетях о точках сбора…
Швейцарский теннисист Роджер Федерер одержал победу в 100-м турнире в своей карьере,На первенстве в Дубае он победил в финале грека Стефаноса Циципаса…
Активисты Гринпис собрали сто тысяч подписей с требованием выпустить косаток и белух в Приморье,Они содержатся в так называемой «китовой тюрьме»...
Троих задержанных на народном сходе в поддержку студента МГУ Азата Мифтахова оставляют до понедельника в полиции,"Студента МГУ Дмитрия Иванова, активиста Никиту Зайцева и Константина Котова обвиняют в повторном нарушении правил проведения публичного мероприятия"
Массовая драка произошла в шведском Нючёпинге,Он расположен на берегу Балтийского моря в сотне километров к юго-западу от Стокгольма…
"МЧС предупреждает жителей московского региона о метели, сильном ветре и гололедице","Порывы ветра могут достигать 16 м/с, на дорогах возможны заносы…"
Съезд партии «Гражданская инициатива» вновь проголосовал за переименование ее в «Партию перемен»,Также сегодня на этом мероприятии было принято решение об избрании председателем партии Дмитрия Гудкова…
"Россиянам не интересно, куда уходят их налоги, посетовал глава Счетной палаты Алексей Кудрин",В стране нет чувства налогоплательщика…
Инвестиционный фонд Baring Vostok намерен и дальше обжаловать арест своего финансового директора Филиппа Дельпаля,"Накануне Мосгорсуд признал законным заключение его под стражу по делу о мошенничестве на 2,5 млрд. рублей…"
"Российское посольство в Греции заверило, что помогает задержанному Евгению Калинину",Ему оказывают всю необходимую консульскую помощь…
Суд в Кисловодске арестовал на 10 суток бойца смешанных единоборств Александра Емельяненко,Решение принято по административному делу о неповиновении сотруднику полиции…
Московский «Локомотив» сыграл вничью – 2:2 – с самарскими «Крыльями Советов»,Матч 18-го тура чемпионата России по футболу проходил в столице…
Болельщики московского «Спартака» устроили драку во время матча с санкт-петербургским СКА,На «ЦСКА-Арене» в столице проходил третий матч первого раунда плей-офф Континентальной хоккейной лиги…
"Правительство предложило создать реестр людей, которые не могут быть усыновителями или попечителями детей-сирот",Такой законопроект кабинет министров уже внес в Госдуму…
Почти двести человек пострадали в столкновениях демонстрантов с полицией в Алжире за последние сутки,Еще один скончался от сердечного приступа…
Сотрудники экстренных служб поверяют информацию об угрозе взрыва на территории делового комплекса 'Москва-Сити',Туда выехали кинологи и другие специалисты…
Греческие силовики задержали российского гражданина по запросу Украины,Это случилось в четверг вечером в аэропорту Афин…
Церемония открытия зимней универсиады прошла Красноярске,"Это будет большое и значительное событие, — сказал со сцены президент Международной федерации студенческого спорта Олег Матыцин…"
"Генштаб РФ утверждает, что американские военные хотят использовать протестную активность для подрыва государственности","По словам начальника генерального штаба Валерия Герасимова, эту стратегию назвали «Троянским конем»..."
Пикеты в поддержку обвиняемых по делу организации 'Новое величие' прошли сегодня в центре Москвы,На акцию у станции метро «Третьяковская» собрались около тридцати человек…
Следователи в Москве проверяют информацию о нападении охранника супермаркета на подростков,Инцидент произошел на востоке столицы…
Школьный автобус опрокинулся под Тулой,Травмы получили восемь детей и двое взрослых…
Сергей Устюгов и Александр Большунов пропустят последнюю гонку на чемпионате мира по лыжным видам спорта,Завтра мужчины бегут 50 километров свободным стилем…
Начальника ЦНИИ войск воздушно-космической обороны арестовали по делу о мошенничестве,"Следствие считает, что генерал-майор в отставке Сергей Ягольников содержал рекордное количество «мертвых душ»..."
Индия и Пакистан возобновляют железнодорожное сообщение,Оно было прервано на этой неделе из-за обострения конфликта между двумя странами…
"Французская полиция применила слезоточивый газ против участников демонстраций в городе Нант, на западе страны",Сегодня по всей республике проходят акции протеста движения «желтых жилетов»...
Следственный комитет проверяет информацию об избиении двух подростков в супермаркете на востоке Москвы,Решение о возбуждении уголовного дела пока не принято…
"Боец Александр Емельяненко в суде Кисловодска извинился перед полицейскими и признался, что пьяным сел за руль","Спортсмен утверждает, что не оказывал сопротивления силовикам…"
Архиепископа Крымской епархии ПЦУ обвиняют в нецензурной брани при досмотре на вокзале – адвокат,Об этом сообщил в эфире радиостанции «Эхо Москвы» его адвокат Николай Полозов…
Сегодня тремя матчами завершается 18 тур чемпионата России по футболу,Открывали программу игрового дня в Уфе местные футболисты и столичное «Динамо»...
Петербургские коммунисты рекомендовали кандидатуру режиссёра Владимира Бортко на пост губернатора города,Теперь это предложение должны согласовать в Москве…
Против Браудера в России действительно возбуждено дело об убийстве году российского бизнесмена Перепеличного,Это подтвердил адвокат основателя фонда Hermitage Capital Александр Антипов…
Лидер венесуэльской оппозиции Хуан Гуайдо намерен вернуться в страну завтра во второй половине дня,Об этом он сообщает у себя в Твиттере…
Посол России в Лондоне Александр Яковенко ожидает официальных извинений за клевету от газеты Mail on Sunday,Письмо главному редактору на этот счет уже отправлено…
США стремятся создать коалицию для смены власти в Венесуэле,Это подтвердил советник президента США по нацбезопасности Джон Болтон…
"На архиепископа Православной церкви Украины Климента, задержанного в Симферополе, составляют протокол о хулиганстве",Якобы – за нецензурную брань…
Посол России в Лондоне Александр Яковенко ожидает официальных извинений за клевету от газеты Mail on Sunday,"Издание утверждало, что Яковенко причастен к работе на российские спецслужбы еще с советских времен…"
"Экипаж МКС приступил к разгрузке продовольствия, которое доставил частный американский корабль Crew Dragon",Чуть ранее он впервые совершил стыковку в полностью автоматическом режиме…
В Эстонии продолжаются парламентские выборы,В них участвуют 10 партий и 15 независимых кандидатов…
В Москве начались работы по масштабной реконструкции главной арены спорткомплекса «Олимпийский»,Телеканал «Москва-24» в своем сюжете ранее сообщил о стартовавшем сносе здания спорткомплекса…
Писателя Романа Арбитмана вызвали в полицию из-за его участия в митинге за отставку губернатора Саратовской области,"«Явились двое вежливых людей в погонах и вручили повестку на завтра», — рассказал Роман Арбитман…"
The Mail on Sunday: Посол России в Лондоне Александр Яковенко причастен к работе спецслужб еще с советских времен,"Мария Захарова уже заявила, что британские СМИ «отмечают» годовщину событий в Солсбери откровенными фейками…"
Писатель Арбитман получил повестку в полицию из-за участия в митинге за отставку губернатора в Саратове,Об этом он сообщил в эфире радиостанции «Эхо Москвы»...
Илон Маск ответил в Твиттере по-русски на поздравления с успешной стыковкой корабля Crew Dragon с МКС,"«Спасибо за добрые слова», — написал он, отвечая на поздравления одного из пользователей…"
"Лидер венесуэльской оппозиции Хуан Гуайдо будет задержан, если попытается вернуться в страну",Об этом ТАСС заявил губернатор штата Варгас…
Суд южнокорейского Пусана продлил срок Задержания капитану российского судна 'Сигранд',Корабль 28 февраля врезался в мост в порту…
Британское Минобороны выделило дополнительно 11 миллионов фунтов на борьбу с угрозой применения химоружия,Соответствующее заявление военное ведомство распространило в канун годовщины отравления в Солсбери Сергея и Юлии Скрипалей…
Писателя Романа Арбитмана вызывают в полицию Саратова,Повестку ему вручили на завтра…
В Симферополе задержали архиепископа Православной церкви Украины Климента,"По сведениям ОВД Инфо, это произошло на автовокзале, откуда священнослужитель собирался ехать в Ростов-на-Дону…"
Постановление СК о возбуждении уголовного дела в отношении Браудера абсурдно – адвокат,Такое мнение высказал в эфире радиостанции «Эхо Москвы» адвокат основателя британского фонда Hermitage Capital Уильяма Браудера Александр Антипов…
Чемпионат мира по лыжным видам спорта завершается сегодня в Австрии по традиции мужским марафоном,"Еще на первой половине дистанции в отрыв, причем в одиночку, ушел норвежец Ханс Кристофер Холланд…"
Принадлежащую 'Русалу' горнодобывающую компанию в Гайане могут закрыть из-за увольнений бастовавших сотрудников,Об этом объявили власти южноамериканского государства…
"В МВД отрицают угрозы в адрес полицейских, задержавших в Кисловодске бойца смешанного стиля Александра Емельяненко","В ведомстве заверили, что никого из них не уволили…"
The Mail on Sunday: Посол России в Лондоне Александр Яковенко был агентом спецслужб еще с советских времен,"Официальный представитель МИДа Мария Захарова уже заявила, что британские СМИ «отмечают» годовщину событий в Солсбери откровенными фейками…"
"МВД опровергло слухи о наказании сотрудников, задержавших в Кисловодске бойца смешанного стиля Александра Емельяненко",Полицейские действовали в рамках законодательства и после этого им никто не угрожал…
Частный космический корабль Crew Dragon успешно пристыковался к МКС в автоматическом режиме,Запуск Crew Dragon состоялся 2 марта с космодрома во Флориде…
Питерские коммунисты рекомендовали кинорежиссера Владимира Бортко для выдвижения на пост губернатора Петербурга,Об этом ТАСС сообщила руководитель фракции КПРФ в городском Заксобрании Ольга Ходунова…
Против Уильяма Браудера в России действительно возбуждено дело об убийстве российского бизнесмена Перепиличного,Это подтвердил адвокат основателя фонда Hermitage Capital Александр Антипов…
The Mail on Sunday: Посол России в Лондоне Александр Яковенко был агентом советских спецслужб,"Официальный представитель российского МИДа Мария Захарова уже заявила, что британские СМИ «отмечают» годовщину событий в Солсбери откровенными фейками…"
Расследование британских СМИ в отношении посла Яковенко не выдерживает критики – МИД,Об этом сообщила в эфире радиостанции «Эхо Москвы» официальный представитель МИД РФ Мария Захарова…
Международный совет футбольных ассоциаций принял ряд изменений в правила игры,Большинство из них призваны сократить количество пауз во время матча…
Отделение КПРФ в Петербурге рекомендовало выдвинуть Владимира Бортко в губернаторы,Об этом сообщает агентство ТАСС со ссылкой на руководство фракции…
Депутаты британского парламента просят МИД страны изучить связи посла России Александра Яковенко с военной разведкой,Об этом пишет газета «Мэйл он санди»...
Космический корабль Crew Dragon успешно пристыковался к МКС,Первый испытательный полет на орбиту прошел в полностью автоматическом режиме…
Россия поставила Индии 50 тысяч автоматов Калашникова,Об этом сообщает агентство Интерфакс со ссылкой на источник…
"В МГУ анонсировали конференцию, приуроченную к годовщине отравления Скрипалей",Об этом сообщает радиостанция «Говорит Москва»...
Британские депутаты потребовали изучить связи посла России с военной разведкой,Об этом пишет газета «Мэйл он санди»...
"В МВД отрицают угрозы в адрес полицейских, задержавших бойца смешанных единоборств Александра Емельяненко",Об этом сообщает агентство Интерфакс…
Частный космический корабль Crew Dragon сегодня успешно пристыковался к МКС,Процесс прошел в штатном режиме…
В столице началась масштабная реконструкция главной арены спорткомплекса «Олимпийский»,"Стартовал «снос» внутренних строений стадиона, который был построен к Олимпиаде 1980 года…"
В районе Зюзино на юго-западе Москвы сегодня проходит акция против закрытия роддома,"Местные жители считают, что альтернативы этому роддому нет…"
"В России опасаются, что Вашингтон пойдет на провокации, чтобы осуществить военное вторжение в Венесуэлу",Об этом заявила спикер Совета Федерации Валентина Матвиенко…
"Сын жительницы Великобритании, скончавшейся от отравления ядом 'Новичок', обратился к Владимиру Путину",Эван Хоуп написал президенту России письмо с просьбой позволить британским спецслужбам допросить двух подозреваемых в организации отравления в Солсбери предполагаемых военных разведчиков…
